================================================================================
Count of Words: Data Structure Edition - Output Report
================================================================================
Arquivo Analisado: input/a_riqueza_das_nacoes_english.txt
Estrutura de Dados: Árvore AVL
Data de execução: sábado, 12 de julho de 2025 - 12:44:15
Quantidade de palavras: 385720

================================================================================
Tabela de Frequências
================================================================================
Palavra           | Frequência
expecting         | 1    
expects           | 13   
expedient         | 29   
expedients        | 17   
expedition        | 4    
expeditious       | 1    
expel             | 2    
expelled          | 3    
expend            | 1    
expended          | 3    
expending         | 1    
expenditure       | 2    
expense           | 562  
expenses          | 63   
expensive         | 71   
experience        | 51   
experienced       | 3    
experiment        | 5    
experimental      | 1    
experiments       | 2    
expert            | 3    
expertness        | 1    
expilly           | 1    
expiration        | 11   
expire            | 6    
expired           | 5    
expiring          | 1    
explain           | 32   
explained         | 14   
explaining        | 2    
explanation       | 3    
explication       | 3    
exploded          | 2    
exploit           | 3    
exploits          | 2    
export            | 20   
exportation       | 267  
exported          | 92   
exporter          | 10   
exporters         | 3    
exporting         | 23   
exports           | 16   
expose            | 10   
exposed           | 30   
exposes           | 2    
exposing          | 6    
express           | 17   
expressed         | 13   
expresses         | 2    
expressing        | 2    
expression        | 8    
expressions       | 1    
expressly         | 7    
expulsion         | 2    
extend            | 29   
extended          | 41   
extending         | 13   
extends           | 13   
extension         | 28   
extensive         | 83   
extent            | 98   
exterior          | 1    
extinguish        | 3    
extinguished      | 3    
extirpated        | 3    
extirpating       | 1    
extolled          | 1    
extort            | 1    
extorted          | 3    
extorting         | 2    
extortion         | 3    
extra             | 1    
extraction        | 3    
extracts          | 1    
extraneous        | 6    
extraordinaries   | 1    
extraordinary     | 129  
extravagance      | 23   
extravagant       | 17   
extravagantly     | 1    
extreme           | 8    
extremely         | 45   
extremities       | 1    
extremity         | 1    
extricate         | 1    
eye               | 6    
eyes              | 10   
f                 | 11   
fables            | 1    
fabric            | 3    
fabrication       | 1    
fabulous          | 1    
face              | 4    
facilitate        | 22   
facilitated       | 3    
facilitates       | 5    
facilitating      | 10   
facility          | 9    
fact              | 13   
faction           | 11   
factions          | 6    
factious          | 3    
factor            | 1    
factors           | 11   
factory           | 1    
facts             | 3    
faculties         | 2    
faculty           | 1    
fail              | 14   
failed            | 8    
fails             | 8    
failure           | 5    
fair              | 19   
fairly            | 8    
fairs             | 1    
faith             | 11   
faithful          | 7    
faithfully        | 1    
fall              | 174  
fallacious        | 2    
fallacy           | 1    
fallen            | 37   
falling           | 6    
fallow            | 1    
falls             | 39   
false             | 6    
falsehood         | 3    
falsely           | 2    
familiar          | 6    
familiated        | 1    
families          | 46   
family            | 83   
famine            | 17   
famines           | 2    
famous            | 21   
fanatical         | 5    
fanaticism        | 2    
fanatics          | 2    
fancied           | 4    
fancies           | 4    
fancy             | 8    
fancying          | 1    
fanning           | 1    
fantastical       | 1    
far               | 220  
fare              | 2    
farm              | 54   
farmed            | 1    
farmer            | 133  
farmer’s          | 7    
farmers           | 72   
farmhouses        | 1    
farming           | 11   
farms             | 6    
farther           | 11   
farthest          | 1    
farthing          | 6    
farthing’s        | 1    
farthings         | 1    
fashion           | 26   
fashionable       | 5    
fashionableness   | 1    
fashioning        | 1    
fast              | 32   
faster            | 16   
fastest           | 3    
fat               | 2    
fatal             | 7    
fate              | 4    
father            | 14   
father’s          | 1    
fathers           | 2    
fathom            | 1    
fatigues          | 4    
fattened          | 1    
fattening         | 7    
fault             | 6    
faulty            | 4    
favour            | 64   
